Country,CountryCode,Population,AllCauses,Communicable_maternal_perinatal_and_nutritional_conditions,Infectious_and_parasitic_diseases,Tuberculosis,STDs_excluding_HIV,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital_herpes,Other_STDs,HIV_AIDS,Diarrhoeal_diseases,Childhood_cluster_diseases,Whooping_cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Hepatitis,Acute_hepatitis_A,Acute_hepatitis_B,Acute_hepatitis_C,Acute_hepatitis_E,Parasitic_and_vector_diseases,Malaria,African_Trypanosomiasis,Chagas_disease,Schistosomiasis,Leishmaniasis,lymphatic_filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow_fever,Rabies,Intestinal_nematode_infections,Ascariasis,Trichuriasis,Hookworm_disease,Food_bourne_trematodes,Leprosy,Other_infectious_diseases,Respiratory_Infectious ,Lower_respiratory_infections,Upper_respiratory_infections,Otitis_media,Maternal_conditions,Neonatal_conditions,Preterm_birth_complications,Birth_asphyxia_and_birth_trauma,Neonatal_sepsis_and_infections,Other_neonatal_conditions,Nutritional_deficiencies,Protein_energy_malnutrition,Iodine_deficiency,Vitamin_A_deficiency,Iron_deficiency_anaemia,Other_nutritional_deficiencies,Noncommunicable_diseases,Malignant_neoplasms,Mouth_and_oropharynx_cancers,Lip_and_oral_cavity,Nasopharynx,Other_pharynx,Oesophagus_cancer,Stomach_cancer,Colon_and_rectum_cancers,Liver_cancer,Liver_cancer_secondary_to_hepatitis_B,Liver_cancer_secondary_to_hepatitis_C,Liver_cancer_secondary_to_alcohol_use,Other_liver_cancer,Pancreas_cancer,Trachea_bronchus_lung_cancers,Melanoma_and_other_skin_cancers,Malignant_skin_melanoma,Non_melanoma_skin_cancer,Breast_cancer,Cervix_uteri_cancer,Corpus_uteri_cancer,Ovary_cancer,Prostate_cancer,Testicular_cancer,Kidney_cancer,Bladder_cancer,Brain_and_nervous_system_cancers,Gallbladder_and_biliary_tract_cancer,Larynx_cancer,Thyroid_cancer,Mesothelioma,Lymphomas_multiple_myeloma,Hodgkin_lymphoma,Non_Hodgkin_lymphoma,Multiple_myeloma,Leukaemia,Other_malignant_neoplasms,Other_neoplasms,Diabetes_mellitus,Endocrine_blood_immune_disorders,Thalassaemias,Sickle_cell_disorders_and_trait,Other_haemoglobinopathies_and_haemolytic_anaemias,Other_endocrine_blood_and_immune_disorders,Mental_and_substance_use_disorders,Depressive_disorders,Major_depressive_disorder,Dysthymia,Bipolar_disorder,Schizophrenia,Alcohol_use_disorders,Drug_use_disorders,Opioid_use_disorders,Cocaine_use_disorders,Amphetamine_use_disorders,Cannabis_use_disorders,Other_drug_use_disorders,Anxiety_disorders,Eating_disorders,Autism_and_Asperger_syndrome,Childhood_behavioural_disorders,Attention_deficit_hyperactivity_syndrome,Conduct_disorder,Idiopathic_intellectual_disability,Other_mental_and_behavioural_disorders,Neurological_conditions,Alzheimer_disease_and_other_dementias,Parkinson_disease,Epilepsy,Multiple_sclerosis,Migraine,Non_migraine_headache,Other_neurological_conditions,Sense_organ_diseases,Glaucoma,Cataracts,Uncorrected_refractive_errors,Macular_degeneration,Other_vision_loss,Other_hearing_loss,Other_sense_organ_disorders,Cardiovascular_diseases,Rheumatic_heart_disease,Hypertensive_heart_disease,Ischaemic_heart_disease,Stroke,Ischaemic_stroke,Haemorrhagic_stroke,Cardiomyopathy_myocarditis_endocarditis,Other_circulatory_diseases,Respiratory_diseases,Chronic_obstructive_pulmonary_disease,Asthma,Other_respiratory_diseases,Digestive_diseases,Peptic_ulcer_disease,Cirrhosis_of_the_liver,Cirrhosis_due_to_hepatitis_B,Cirrhosis_due_to_hepatitis_C,Cirrhosis_due_to_alcohol_use,Other_liver_cirrhosis,Appendicitis,Gastritis_and_duodenitis,Paralytic_ileus_and_intestinal_obstruction,Inflammatory_bowel_disease,Gallbladder_and_biliary_diseases,Pancreatitis,Other_digestive_diseases,Genitourinary_diseases,Kidney_diseases,Acute_glomerulonephritis,Chronic_kidney_disease_due_to_diabetes,Other_chronic_kidney_disease,Benign_prostatic_hyperplasia,Urolithiasis,Other_urinary_diseases,Infertility,Gynecological_diseases,Skin_diseases,Musculoskeletal_diseases,Rheumatoid_arthritis,Osteoarthritis,Gout,Back_and_neck_pain,Other_musculoskeletal_disorders,Congenital_anomalies,Neural_tube_defects,Cleft_lip_and_cleft_palate,Down_syndrome,Congenital_heart_anomalies,Other_chromosomal_anomalies,Other_congenital_anomalies,Oral_conditions,Dental_caries,Periodontal_disease,Edentulism,Other_oral_disorders,Sudden_infant_death_syndrome,Injuries,Unintentional_injuries,Road_injury,Poisonings,Falls,Fire_heat_and_hot_substances,Drowning,Exposure_to_mechanical_forces,Natural_disasters,Other_unintentional_injuries,Intentional_injuries,Self_harm,Interpersonal_violence,Collective_violence_and_legal_intervention
Afghanistan,AFG,20094,18821.01503,12649.87241,5475.952611,616.3387251,159.1544201,140.9390519,2.467187197,11.91282372,0.243382712,0.31302289,3.278952285,5.285351628,1545.317256,2327.931171,16.05215512,42.36008013,1254.832201,1014.686721,437.5312684,15.26500416,17.61176793,2.026899323,10.29756707,0.096480859,5.190820939,242.24312,52.15587367,0,0,0,94.03616919,0,0,0.950980625,0.905610769,0.243506306,1.166369717,0,92.78460939,19.82861287,19.17620511,0.242129713,0.410277937,0,0.096785063,89.34923621,2227.669697,2186.387988,21.01290737,20.26880681,612.2760934,4081.756016,1677.711766,1493.341652,594.8414221,315.8611701,252.2179784,81.46484462,63.88877352,2.236340374,103.1492288,1.478788588,4142.808363,526.2453199,27.42143514,18.9595583,1.887174692,6.574702008,26.17319555,41.79283591,19.74221939,15.38015766,8.825324461,3.038643628,1.710850164,1.805339262,3.16567822,23.28854682,3.492294748,1.220850861,2.271443906,43.12521188,19.24293774,7.924286471,6.436815176,2.674450506,5.751010241,11.83845377,6.015743614,34.32678726,2.787445178,5.951757113,1.825160613,0.261565604,65.15080081,23.2378773,40.5614328,1.351491967,62.90645815,89.57007151,18.91196149,158.7318605,119.9152627,19.05133556,58.07679061,9.088946223,33.69818847,407.7708897,106.3794223,93.67938536,12.70003707,23.38326348,11.59760942,14.04311041,50.41402576,46.09603547,1.16592248,0.344359031,0.800066451,2.00764181,76.4921523,2.735451754,23.96390472,28.96749173,2.765859478,26.20163208,52.64983232,17.14462782,188.3404556,24.93100048,1.350905444,59.0921541,1.767281128,72.30699694,19.14860694,9.743511772,240.0353453,1.489325709,19.73458669,99.87789721,1.967375572,24.2502983,83.90629307,8.809570396,1083.783036,50.4382468,20.59464786,641.5169432,317.544275,112.8629477,204.6813313,11.18587742,42.50304195,204.8840131,85.18384982,113.5251174,6.175047657,191.5075123,38.53009859,73.96135615,26.820448,9.431233403,3.275861626,34.43381358,14.54468299,2.767447437,18.93859902,1.464749365,4.343093483,2.854183377,34.10330205,188.9284867,149.8102506,0.145235168,46.54662707,103.1183881,5.95485984,0.442573377,6.047031596,4.184278483,22.48949276,49.84159813,149.3810322,8.722619036,15.78575459,0.966799519,88.21662391,35.6892348,526.2499363,118.1531847,0.625968479,14.39691054,158.3375746,18.75496776,215.9813393,30.34208124,5.177179273,7.251860783,10.05986586,7.853175203,57.93953992,2028.334233,1039.484345,216.9340266,26.77319755,269.5219175,28.59439396,198.3324832,130.8483016,2.297700669,166.1823058,988.8499048,68.61988183,114.5698198,805.6602184
Albania,ALB,3122,877.815083,117.4742096,18.93100024,0.865522715,1.331743702,0.150977897,0.394947267,0.371598258,0.070431451,0.053555553,0.290233282,0.250137313,5.795409437,0.549899819,0.053445615,0.004412489,0.160718252,0.331323463,3.72443575,3.093958448,0.358214128,0.093858449,0.185132659,0.007777208,0.071445807,0.772626012,0,0,0,0,0.585001544,0,0,0.001211598,0.036468316,0,0,0,0.149944552,0.007728193,0.007728193,0,0,0,3.91E-05,2.181285378,38.50582796,35.18473788,1.6537631,1.667326917,1.039831034,46.00474386,26.57390856,9.098800664,4.687608448,5.644428114,12.99280591,3.172587958,0.755537349,0,8.969516701,0.095164059,633.5266602,112.5888144,2.805409364,1.273764958,0.412785383,1.118859051,1.135548096,18.85662483,3.37345669,7.052958956,2.40381666,2.716268974,1.12440095,0.808472299,3.079635828,23.58131771,1.367639919,0.743470332,0.624169611,8.65097671,1.21378188,1.164981901,0.668979906,2.590011326,0.233676772,1.68222282,2.659597851,7.662540997,0.358012024,1.946361178,0.424532759,0.67503924,2.449608649,1.295588863,0.875373557,0.278646246,6.41759256,12.53830558,5.485754461,7.870249215,8.756256027,1.806937677,0.446342734,1.284842956,5.218132669,54.84724092,10.77001208,8.150733723,2.61927833,3.897573583,4.050332231,6.188459407,4.274408736,2.902776412,0.24781785,0.262064546,0.264207499,0.597542394,9.865926157,0.562681662,4.059301396,3.759729758,0.319383681,3.440346035,3.33403365,4.084781958,42.45830713,9.717040385,1.611449518,8.853615771,1.316295182,14.08779415,3.655151617,3.216960369,42.28627896,0.539642213,2.796985265,13.46094064,0.765900066,2.781532033,19.46330316,2.477975788,211.868552,3.753589035,2.545536753,96.53588598,78.44333679,13.81374176,64.62959378,9.751465822,20.83873967,21.92807759,11.84783382,7.723789413,2.356454676,16.74589491,1.232933346,7.625160098,1.701036821,1.50433654,2.462607126,1.95717969,0.220748775,0.386636919,1.069232815,1.193460155,0.385922266,0.735216086,3.896584475,18.98409296,11.75774847,0.209230273,2.559627706,8.98889046,1.510998272,0.144305673,0.962626338,0.270805644,4.337608564,7.563954441,37.49887249,1.836564184,5.776522339,0.308835841,27.16245972,2.414490892,33.95499503,4.344548067,0.037084762,0.715612999,18.53806073,1.584992471,8.734695949,8.273489326,0.920243321,1.576124928,4.174611597,1.60250943,2.415832586,126.8142114,103.49683,31.4367085,2.094707631,18.52700948,2.408231806,7.730476356,18.75222239,0.09197334,22.45549932,23.31738277,9.373548096,12.22378524,1.720048906
Algeria,DZA,31184,9547.284242,2662.514908,740.9990496,94.76898809,70.31188431,35.3091066,5.082652459,22.50885757,0.500132932,0.720106842,6.191027563,10.4897577,235.3546746,154.2420391,1.33812381,0.158609291,143.352888,9.392419708,50.48078147,19.42612477,18.54882026,2.438922754,11.01169476,0.22865636,4.869546529,26.31994761,0.210569928,0,0,9.56806518,2.786464801,0,0,0.653195409,1.139601357,0,2.550331355,0,9.411719688,0.962913532,0.861544383,0.010489884,0.090879257,0,0,60.09312214,541.8326797,495.0523022,29.14919564,17.63115826,57.74306732,1088.78586,546.7070998,272.4348561,180.3779526,89.26590411,233.1542974,36.7857245,17.2300734,4.178323937,173.2565323,1.703647192,5576.744148,579.3498111,26.8840601,3.169541018,18.21094397,5.5035751,3.613273813,38.91408983,43.09081821,7.612527273,1.954598927,3.837511454,0.88047066,0.939946095,8.855973363,57.12056413,2.49815382,1.193827892,1.304325929,64.62846405,12.40959082,1.156644273,12.04717785,6.487614401,2.135745799,11.87428505,10.61526476,35.60480168,18.76232174,5.620244703,7.78997844,1.24987138,47.70001208,16.42982694,25.74343365,5.526751047,49.8879623,102.7903756,12.170987,227.177081,96.18359378,25.23467081,9.753582652,15.98106095,45.21427763,695.5574099,182.7473614,156.2780232,26.46933844,51.38760265,30.28214293,25.18334807,84.68237831,76.33350154,2.09443477,0.543948644,1.583709872,4.126782268,147.9279856,11.24028426,43.48102902,45.68138098,4.670024057,41.01135663,36.88422811,36.05966895,405.2394184,114.7105127,7.954811484,75.25386985,3.890226165,145.1702873,39.277003,18.98270656,452.3314042,10.12367172,47.09212624,154.9769096,11.3915907,64.04654005,145.3073165,19.39324763,1484.006832,28.47735595,34.34732625,891.5098984,368.4149477,165.5249202,202.8900246,43.21097811,118.0463442,237.3856152,101.5087133,119.2421571,16.63474292,182.3083408,19.70480063,93.04848664,20.14908058,36.16940136,5.938162658,30.791843,7.560586071,5.589898621,14.80387757,2.834666174,6.627797255,4.957673438,27.18055208,256.6660762,183.3881419,0.326097818,68.36542983,114.6966159,12.99193571,1.014448573,8.193357256,6.341829844,44.73636335,93.24243482,374.76813,15.59819018,41.30404626,2.211346407,177.6434859,138.0110612,392.4474201,32.94718112,0.360978281,15.961091,134.4612973,29.2910455,179.4258212,63.41432658,7.775729882,15.74517113,24.85970274,15.03372238,24.49524301,1308.025121,951.0743917,458.3230479,27.50932115,103.7034491,63.71132397,78.31935513,65.54954214,3.223503583,150.7348411,356.9507225,72.56009997,149.0417711,135.3488565
Argentina,ARG,37057,11251.98655,1592.767986,493.4068574,33.37416667,17.53198846,11.81752411,1.832385952,0.977052638,0.818049426,0.882008525,1.20496786,104.0904702,47.4132426,2.940462947,2.467431924,0.024925549,1.52E-05,0.448090205,31.78741,59.4617493,17.78095843,6.155605089,4.239979334,0.020120563,7.365253554,78.86094259,0.000511176,0,28.07474084,0,0.092989291,0,0,1.047656587,22.91277762,0.732882969,0,25.96033932,0.039044545,4.614756553,1.411460833,0.02164584,3.181649884,0,0.09244306,95.45826234,327.0017454,281.1681693,32.65881753,13.17476143,30.39460285,627.5816355,396.0753741,86.00909297,86.16566405,59.33150755,114.3831233,43.98524721,4.442752011,0,63.5779223,2.377201342,8432.36023,1534.36331,28.45133022,18.50903917,1.774899063,8.167391711,57.42600135,88.95272627,156.074636,48.36877106,10.44540014,12.42774066,22.78976898,2.705860647,80.84458287,248.4403199,19.07049832,12.51615647,6.554341708,166.7770236,65.89408723,26.30688456,31.25788828,78.59184272,9.135032848,41.21406855,32.10319033,38.9106641,34.47264975,31.90779066,4.796236946,2.651857736,73.06786538,7.021318561,48.44573577,17.60081012,75.59418105,94.05319464,68.41627783,330.7154056,86.65191115,3.812584474,2.155869484,24.54124549,56.14221119,953.3021144,217.7224338,169.384624,48.33780858,61.19314726,43.48892739,131.3923256,104.8076761,50.73889313,16.09034733,10.9892777,4.143632904,22.84552345,208.7205811,17.43196529,48.24799692,41.47009444,5.815917317,35.65417743,25.90852069,52.91844707,384.3137211,74.437447,16.76213952,39.62752077,8.537856862,156.7865319,33.2795689,54.88265773,449.7773548,9.016479118,36.48831839,127.6759678,14.59301051,37.94204108,191.5403211,32.52121735,2039.528364,8.913769603,58.79642111,1019.39718,594.6132421,266.5039476,328.1093048,100.5669851,257.2407888,705.8605317,364.0659821,123.7846822,218.0098768,332.4935919,10.16220654,92.47363503,26.45910232,21.26718832,32.48653596,12.26080892,2.228392922,3.385340367,19.58086188,3.043867586,13.41062839,21.35049038,166.8581657,280.8966699,190.0848101,0.186692437,60.22334846,129.6747697,27.4580192,0.89582024,19.82252123,4.689189695,37.94630995,104.3664006,655.3040172,52.08192356,61.28115027,7.752546239,304.8774009,229.3109957,371.9913434,43.90228683,0.367882094,12.41001613,142.6375043,15.49985861,157.1737844,101.1926258,14.39146885,22.79104309,44.75884207,19.25127147,33.186544,1226.858357,881.0144033,255.355649,18.94935505,92.93619583,34.60252504,56.35086743,71.51430429,2.212212881,349.0932943,345.8439372,166.2785118,169.8275469,9.737876235
Armenia,ARM,3070,1014.20374,123.3260841,26.26785837,8.348996038,2.309189121,0.423754069,0.605828048,0.667362639,0.109518634,0.075317889,0.427407818,1.061182588,7.797762935,0.311487514,0.017502527,0.006355369,0.275672233,0.011957398,3.202433046,1.358172888,0.314823126,0.09639636,0.175523582,0.008662275,0.034240913,0.382838916,0,0,0,0,0.029963215,0,0,0.076803214,0.097635588,0,0,0,0.178436898,0.020782711,0.007374378,0,0.013408333,0,0,1.16018937,30.63864508,27.11715907,1.827092987,1.694393754,1.045102662,52.87589186,29.66855545,9.744080861,7.430393153,6.03286152,12.49858677,0.891071971,2.472337389,0,8.413346181,0.721831219,787.6421716,199.8907843,3.104939698,1.080536358,0.758271725,1.266131586,1.431196747,14.91093454,9.941941405,8.408031743,4.066397969,2.372111676,1.264329713,0.705192474,8.671823147,34.18545839,1.252819728,1.017563587,0.235256137,19.31390518,6.538960947,1.132488014,3.540886242,2.70305022,0.31247464,1.624106646,5.224204191,7.267492571,1.747764036,3.622788942,0.923049792,0.252564039,3.314934108,0.374807769,2.42960946,0.510516871,7.562331899,52.9026348,1.571804095,34.97326158,4.483944119,1.785013682,0.351012714,0.630974252,1.716943479,58.12313176,13.72680758,10.12731008,3.599497513,4.088851558,4.019672984,7.2172665,5.538785812,4.173168465,0.276990427,0.251812169,0.213725366,0.623089415,7.936300135,0.455274536,3.723852827,3.618156131,0.303011492,3.315144604,3.590547515,4.207616368,35.0036716,9.465665133,1.442106121,5.258657874,0.33426899,13.85708216,3.307760321,1.338130894,49.18174817,0.609270045,3.119614622,16.95608635,0.777437395,2.730160623,22.18215186,2.807026953,249.5358154,4.378748001,6.726121554,160.5883059,66.38983033,38.30618922,28.08364224,2.169852336,9.28295339,30.56579113,21.97894613,6.076931261,2.509913878,25.79239148,3.538961584,12.23304029,4.576029995,2.284329757,3.282576929,2.090103705,0.462961036,0.721497546,1.714084794,0.422884361,1.128169818,0.643375858,4.927416044,18.21615008,9.16523348,0.15550299,3.835325253,5.17440527,1.411301149,0.338896342,2.679697971,0.331141306,4.289879625,7.445945606,36.09327343,1.767833863,7.242947269,0.359775256,24.32786289,2.394854212,25.90536608,4.555467486,0.110155766,0.535373307,8.52044883,0.604081824,11.57983913,10.46298535,0.928563334,1.616071439,6.2526514,1.665699162,0.396117684,103.2354847,91.68888419,31.80943894,1.716130875,18.52219678,6.516094669,8.831318428,4.88936447,4.754063297,14.6502761,11.54660167,4.505633033,6.520577272,0.520391302
Australia,AUS,19066,4733.007393,219.5277649,50.09335727,1.382165591,3.488831292,0.275820364,0.756680158,0.669499835,0.600849916,0.690194464,0.495786584,8.698875884,3.05360236,0.257944996,0.2384215,0.003946829,0.00027326,0.015303404,5.061460864,4.261474904,2.880430604,0.575258904,0.49213775,0.014172258,1.798861676,1.060041773,0,0,0.033033642,0,0,0,0,0.369650592,0.122771289,0.28579057,0.206153769,0,0.042641918,0,0,0,0,0,0.003278888,19.94525104,69.61197066,45.94201732,19.30447244,4.365481279,2.294908846,84.83696847,39.23552524,16.94047372,8.627013813,20.03395423,12.69055828,2.031381864,2.329056692,0,7.424249085,0.905870516,4040.506598,849.9759497,19.98605999,10.87902919,2.283886745,6.823143911,23.66731767,28.80372283,121.6442722,18.2139759,8.042165517,1.597383668,7.006539538,1.567887115,37.62037585,157.5582657,41.27701304,31.85043802,9.426575169,79.62669496,7.54412342,7.930031182,19.35482966,52.64867499,1.289374646,20.87653977,15.89575927,39.86440501,7.484346693,6.691620434,2.740771132,11.12146263,60.79272181,2.292657047,41.18556945,17.31449606,39.22088395,28.12271575,16.87184121,109.6251111,44.70458791,1.894770166,0.720646387,3.114681041,38.97449016,651.1054664,159.7262322,132.3537337,27.37249805,52.98752323,45.27085768,43.18531625,140.3603712,84.48385362,7.125084889,15.28955887,4.99403236,28.46784203,109.9106837,12.57258672,28.83979447,18.0432473,3.858109253,14.18513788,8.252651729,31.95619967,271.3483875,75.66197492,14.7725217,22.96873093,7.283822057,97.12837937,19.77748109,33.75547685,185.5574789,2.013015114,8.691360069,47.68953165,4.202840527,12.0665981,90.99022718,19.90390487,868.908675,5.816909052,12.22995452,500.0246921,203.0278789,97.57082114,105.4570581,30.32588787,117.4833467,265.9977675,129.4811539,108.9443856,27.57222959,95.66622232,9.899477487,31.40367913,15.30342146,3.421369754,8.699962157,3.978925669,0.830614682,2.178983042,5.245646014,3.46334854,4.873923603,4.12298294,33.64756837,82.38561439,44.76888753,0.116917555,17.025706,27.62626354,7.825906738,0.988329796,8.866580421,0.99297671,18.94293355,53.21059918,391.9872729,26.16863797,36.02480148,6.364682734,164.6709449,158.7582076,75.57229776,6.091453101,0.167369448,4.49556468,22.20671556,10.98716692,31.6240278,69.48183367,3.852345641,10.66682412,44.18554217,10.77712115,8.107492638,472.973059,324.0225094,129.7247046,3.929910332,68.63354192,10.70464175,15.20825115,29.66681449,0.267619323,65.88702595,148.9505462,124.3193638,24.09808969,0.53309619
Austria,AUT,8069,2377.434554,87.14736597,19.20230108,2.189167246,1.724706693,0.107833366,0.662397833,0.270124249,0.125803399,0.204340072,0.354207756,3.533559825,3.518710927,0.06235759,0.058520259,0.003826197,2.70E-06,8.43E-06,1.362503994,2.559667276,1.228029577,0.137437626,0.86418935,0.002157308,0.224245288,0.355700642,0,0,0.003571664,0,0,0,0,0.017620494,0.334508163,0,0,0,3.28E-07,0,0,0,0,0,0,2.667897288,34.14607583,22.57515017,9.170842274,2.400083755,0.540634316,26.01191545,14.75844418,6.414274563,1.858844839,2.980352398,7.246439053,0.440993182,2.696313696,0,4.01112044,0.098011762,2035.701205,430.7999688,14.94189798,8.00569271,0.824323975,6.111881462,7.499424749,26.38240241,52.93616418,15.55223947,3.232792498,3.84230428,7.843700492,0.633442079,27.15043879,82.63597292,8.311239483,7.223121715,1.088117634,43.57995591,4.660313805,8.024345622,12.23500476,22.15720324,1.051503422,13.23288568,9.481041285,14.52414933,8.831176963,5.181257973,2.335766278,0.031225998,20.39622291,1.03523067,12.88748857,6.473503739,15.51476359,14.1533778,8.14719715,42.79548539,12.11450188,0.819584301,0.34404715,1.224132977,9.726737332,218.8589133,49.17533737,35.68430415,13.4910335,18.33648188,14.7479907,29.80157157,25.33770265,19.6981248,1.269379334,0.913267421,0.56665244,2.890278607,40.56536317,7.132749347,9.456964562,5.911329795,0.666360095,5.244969719,4.622611683,13.77080864,108.0943788,24.37148676,6.386656828,8.825246168,3.907798872,46.53643229,9.695671886,8.37108454,97.66515562,0.955555395,4.021726287,23.72894766,1.550292708,6.145580051,51.87886231,9.384190685,652.5898531,2.97944155,14.95340604,377.5243419,146.2815673,83.87936751,62.40220156,5.256595253,105.5945091,99.50076831,66.40529184,25.98478992,7.110687577,93.48679856,5.192993625,56.45758343,13.0204788,11.29697193,28.70369984,3.436433265,0.414448025,1.202679749,2.065368218,2.795862632,1.773924643,4.715602076,18.86833566,45.84057856,18.79046262,0.030390309,5.863788814,12.89628366,8.42426651,0.493591664,3.302112334,4.759487846,10.07065759,19.98073151,132.1558515,9.72605488,18.5886711,2.466552108,78.05613061,23.31844252,33.16426057,2.85807897,0.070885797,2.849693172,8.54649647,3.897915928,14.94119018,38.14328789,3.157640132,7.93572185,22.42520612,4.624719565,2.363447266,254.5859871,182.2978825,65.6187469,1.560576128,63.24270174,11.38449678,3.857065545,14.55964097,0.770061568,21.30459424,72.28810627,65.60066377,6.502352592,0.18508945
Azerbaijan,AZE,8123,3047.818254,1011.861098,312.1512915,92.08070008,7.701199238,2.368370604,1.839960886,1.806028566,0.281995954,0.176820618,1.228022507,1.889482747,130.8469342,14.3861549,1.408598696,2.595193846,2.037892608,8.344469891,19.27430674,13.64873667,5.320999491,2.596249923,1.635489273,0.069761307,1.019498938,2.185920997,0.045056837,0,0,0,0.190071001,0,0,0.003428903,0.423918434,0,0,0,1.523445836,0.245612066,0.222805695,0,0.022806375,0,0,24.57124423,231.5980704,223.6035029,3.61358726,4.380975704,4.035045688,398.2745739,213.0124568,122.4461277,42.25612531,20.55986907,65.8021231,16.23640361,3.497891493,0,44.16233466,1.905493067,1799.406889,244.3396429,2.869383767,0.83778756,0.655962423,1.375633815,8.302233887,26.03812899,8.817365966,10.01737849,5.03568345,2.712117023,1.395412913,0.874165062,3.389453377,23.65882383,1.954885411,0.803787149,1.151098262,13.90855188,5.860013949,1.018427663,2.742655788,4.006564174,0.764237858,3.742090986,2.695348964,11.24978255,1.427790517,3.80210488,0.885010469,0.131421213,7.526452201,3.685572685,3.421127027,0.419752446,19.12959783,80.40194412,0.619572924,47.80866173,45.34375914,17.76841652,2.380900175,3.690492699,21.50394966,164.7738825,30.32860933,21.96345134,8.365158003,10.10791506,10.02048507,36.37391544,16.74165222,12.24285673,0.976083633,0.844987889,0.600898314,2.076825606,19.91528239,1.456709482,9.977023917,10.38729204,0.87281659,9.514475647,9.093699257,10.37129874,92.56156887,14.15153084,2.33878547,28.14233403,0.577652766,35.15486594,8.270293205,3.926106184,98.01311023,0.855758847,6.7173942,35.18947288,1.101292212,6.443377922,41.86586174,5.839952747,666.9442337,13.41322806,11.71047052,455.1238759,153.8367529,44.54677757,109.2899745,19.88763796,12.97226264,69.10956335,43.89909475,17.55378263,7.656686497,100.3117625,8.843794567,66.81763309,23.73533392,12.04331509,17.236906,13.80207863,1.411870921,0.937833749,6.25876903,0.591950672,1.317412563,1.079622057,13.05287532,61.72702653,35.86363494,2.617943873,10.85305275,22.3926384,2.418877369,0.313020065,8.894035013,1.988434346,12.2490244,19.07562901,75.07106002,3.528659293,13.2091867,0.720710154,50.00803744,7.604466425,87.68724044,9.232594173,0.158749867,1.964414048,49.55365557,2.109058414,24.66876672,21.27086058,2.428171968,3.456732821,11.2163138,4.169641962,4.749326855,236.5502646,203.6825731,41.1790848,5.861131032,34.68569169,37.12508516,26.67661825,19.08547516,2.491065775,36.57842223,32.86769009,9.488222377,18.96643659,4.413031019
Bahrain,BHR,665,146.6427194,18.12538416,5.028056821,0.647038931,1.16474424,0.081560908,0.119453313,0.757045116,0.009883298,0.016171162,0.18063043,0.568016258,0.908303818,0.009493144,0.004779433,0.000632076,0.000434928,0.003646707,0.303186794,0.305211041,0.433478965,0.024941314,0.357669558,0.007813305,0.043054793,0.012069713,0,0,0,0,0,0,0,0.000407129,0.011662556,0,0,0,2.81E-08,0.001632312,0,0,0.001632312,0,0.000928921,0.673952662,2.217095079,1.423441483,0.551338729,0.242314878,0.289947874,6.338653162,3.725320062,1.22741068,0.603217275,0.782705132,4.25163135,0.484993605,0.345501779,0,3.351985348,0.069150594,105.8316561,8.186422291,0.301064818,0.154636402,0.080024213,0.066404205,0.197293477,0.415235217,0.52044105,0.309235703,0.141340721,0.074507257,0.051470334,0.041917395,0.219814296,1.172386756,0.078890197,0.045335101,0.033555097,0.866617602,0.153296919,0.096875321,0.260279468,0.184909641,0.019964325,0.213385781,0.204365519,0.387568384,0.07687193,0.161100002,0.113411951,0.039887372,0.59240465,0.198142375,0.272378895,0.121883378,0.826411834,0.774710041,0.066047501,9.802152179,3.852933863,0.297481843,1.899591417,0.300874251,1.354986356,17.06511867,5.100855092,4.521257502,0.579597573,1.140834849,0.838631784,0.788435341,2.575525869,2.356392993,0.041057363,0.009515749,0.034685891,0.133873873,3.066429296,0.351220326,0.948154149,0.72933253,0.095694779,0.633637758,0.616033399,0.909666166,7.405303326,1.13861995,0.091919709,1.579394589,0.081039586,3.200594805,0.897443615,0.416291102,6.580621784,0.083950072,0.285067895,2.805097953,0.085186638,0.624769841,2.301411933,0.395137501,19.69795881,0.251747373,0.356446321,13.76864761,2.993341389,1.348827132,1.644514283,0.914267624,1.413508269,4.229572613,2.000784974,1.915187076,0.313600604,3.205967015,0.450147057,1.141876075,0.481810634,0.253484688,0.093063617,0.313517119,0.17265664,0.130859857,0.283286937,0.071009058,0.142932884,0.135723636,0.677474892,5.213101467,3.181484254,0.004404078,1.232063654,1.945016477,0.252018985,0.031545763,0.615692096,0.227714031,0.904646445,1.826059221,8.964476946,0.456509766,0.973589182,0.053048722,3.981048701,3.500280652,8.264074708,0.917882675,0.004410372,0.281474218,2.355854415,0.827619992,3.87683316,1.362613595,0.140927773,0.390280399,0.501819008,0.329586411,0.109232059,22.6856787,19.55749896,5.680256227,0.226742525,1.430498961,0.655931625,0.713793378,0.867801872,0,9.982474619,3.128179688,2.522697654,0.549913404,0.055568591
